participantId,trialId,trialOrder,condition,responseId,state1,state2,truePercent,reportedPercent,rawError,log2Error,trialPair
d01e84de-612e-44e1-826b-3408163a8de1,Delhi-Bihar-R,1.0,R,q-density-01,Delhi,Bihar,44,80,36,5.174925682500679,Delhi vs Bihar
d01e84de-612e-44e1-826b-3408163a8de1,Uttarakhand-Himachalpradesh-G,2.0,G,q-density-10,Uttarakhand,Himachal Pradesh,64,0,64,6.002815015607054,Uttarakhand vs Himachal Pradesh
d01e84de-612e-44e1-826b-3408163a8de1,Uttarpradesh-Westbengal-RGB,3.0,RGB,q-density-02,West Bengal,Uttar Pradesh,13,50,37,5.2143191208007655,West Bengal vs Uttar Pradesh
d01e84de-612e-44e1-826b-3408163a8de1,Maharashtra-Gujarat-R,4.0,R,q-density-03,Maharashtra,Gujarat,12,20,8,3.0223678130284544,Maharashtra vs Gujarat
d01e84de-612e-44e1-826b-3408163a8de1,Tamilnadu-Karnataka-RGB,5.0,RGB,q-density-04,Tamil Nadu,Karnataka,59,50,9,3.189824558880017,Tamil Nadu vs Karnataka
d01e84de-612e-44e1-826b-3408163a8de1,Kerala-Andhrapradesh-G,6.0,G,q-density-05,Kerala,Andhra Pradesh,100,0,100,6.64565843240871,Kerala vs Andhra Pradesh
d01e84de-612e-44e1-826b-3408163a8de1,Rajasthan-Haryana-R,7.0,R,q-density-06,Haryana,Rajasthan,100,0,100,6.64565843240871,Haryana vs Rajasthan
d01e84de-612e-44e1-826b-3408163a8de1,Assam-Odisha-G,8.0,G,q-density-07,Assam,Odisha,54,50,4,2.0443941193584534,Assam vs Odisha
d01e84de-612e-44e1-826b-3408163a8de1,Punjab-Jharkhand-R,9.0,R,q-density-08,Punjab,Jharkhand,21,80,59,5.885696373339395,Punjab vs Jharkhand
d01e84de-612e-44e1-826b-3408163a8de1,Madhyapradesh-Chhattisgarh-R,10.0,R,q-density-09,Madhya Pradesh,Chhattisgarh,100,90,10,3.3398500028846247,Madhya Pradesh vs Chhattisgarh
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Delhi-Bihar-RGB,1.0,RGB,q-density-01,Delhi,Bihar,44,50,6,2.6147098441152083,Delhi vs Bihar
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Uttarakhand-Himachalpradesh-G,2.0,G,q-density-10,Uttarakhand,Himachal Pradesh,64,21,43,5.430452551665532,Uttarakhand vs Himachal Pradesh
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Uttarpradesh-Westbengal-G,3.0,G,q-density-02,West Bengal,Uttar Pradesh,13,31,18,4.1799090900149345,West Bengal vs Uttar Pradesh
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Maharashtra-Gujarat-G,4.0,G,q-density-03,Maharashtra,Gujarat,12,48,36,5.174925682500679,Maharashtra vs Gujarat
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Tamilnadu-Karnataka-RGB,5.0,RGB,q-density-04,Tamil Nadu,Karnataka,59,22,37,5.2143191208007655,Tamil Nadu vs Karnataka
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Kerala-Andhrapradesh-G,6.0,G,q-density-05,Kerala,Andhra Pradesh,100,35,65,6.025139562278508,Kerala vs Andhra Pradesh
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Rajasthan-Haryana-R,7.0,R,q-density-06,Haryana,Rajasthan,100,74,26,4.7073591320808825,Haryana vs Rajasthan
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Assam-Odisha-RGB,8.0,RGB,q-density-07,Assam,Odisha,54,38,16,4.011227255423254,Assam vs Odisha
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Punjab-Jharkhand-R,9.0,R,q-density-08,Punjab,Jharkhand,21,0,21,4.400879436282184,Punjab vs Jharkhand
d6467d7e-6db6-4e04-af5c-4154c27dbb46,Madhyapradesh-Chhattisgarh-R,10.0,R,q-density-09,Madhya Pradesh,Chhattisgarh,100,100,0,0.0,Madhya Pradesh vs Chhattisgarh
ed421e0b-395f-47ad-9495-482c82896f97,Delhi-Bihar-G,1.0,G,q-density-01,Delhi,Bihar,44,25,19,4.257387842692652,Delhi vs Bihar
ed421e0b-395f-47ad-9495-482c82896f97,Uttarakhand-Himachalpradesh-R,2.0,R,q-density-10,Uttarakhand,Himachal Pradesh,64,12,52,5.703903573444664,Uttarakhand vs Himachal Pradesh
ed421e0b-395f-47ad-9495-482c82896f97,Uttarpradesh-Westbengal-R,3.0,R,q-density-02,West Bengal,Uttar Pradesh,13,9,4,2.0443941193584534,West Bengal vs Uttar Pradesh
ed421e0b-395f-47ad-9495-482c82896f97,Maharashtra-Gujarat-RGB,4.0,RGB,q-density-03,Maharashtra,Gujarat,12,0,12,3.599912842187128,Maharashtra vs Gujarat
ed421e0b-395f-47ad-9495-482c82896f97,Tamilnadu-Karnataka-RGB,5.0,RGB,q-density-04,Tamil Nadu,Karnataka,59,39,20,4.330916878114617,Tamil Nadu vs Karnataka
ed421e0b-395f-47ad-9495-482c82896f97,Kerala-Andhrapradesh-G,6.0,G,q-density-05,Kerala,Andhra Pradesh,100,100,0,0.0,Kerala vs Andhra Pradesh
ed421e0b-395f-47ad-9495-482c82896f97,Rajasthan-Haryana-R,7.0,R,q-density-06,Haryana,Rajasthan,100,71,29,4.864186144654281,Haryana vs Rajasthan
ed421e0b-395f-47ad-9495-482c82896f97,Assam-Odisha-G,8.0,G,q-density-07,Assam,Odisha,54,11,43,5.430452551665532,Assam vs Odisha
ed421e0b-395f-47ad-9495-482c82896f97,Punjab-Jharkhand-R,9.0,R,q-density-08,Punjab,Jharkhand,21,4,17,4.098032082960526,Punjab vs Jharkhand
ed421e0b-395f-47ad-9495-482c82896f97,Madhyapradesh-Chhattisgarh-G,10.0,G,q-density-09,Madhya Pradesh,Chhattisgarh,100,100,0,0.0,Madhya Pradesh vs Chhattisgarh
