participantId,trialId,trialOrder,responseId,responsePrompt,answer
"367512ca-e73c-4402-be78-99ebf69cdcf2","Tamilnadu-Karnataka-RGB","5","windowEvents","undefined","{""focus"":5,""input"":0,""keydown"":1,""keyup"":1,""mousemove"":79,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":13,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Kerala-Andhrapradesh-RGB","6","q-density-05","How much more dense is the population in Kerala compared to Andhra Pradesh?

(0% = no difference, 100% = twice as dense or more)","52"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Kerala-Andhrapradesh-RGB","6","windowEvents","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":29,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Rajasthan-Haryana-G","7","q-density-06","How much more dense is the population in Haryana compared to Rajasthan?

(0% = no difference, 100% = twice as dense or more)","50"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Rajasthan-Haryana-G","7","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":72,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":1,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Assam-Odisha-RGB","8","q-density-07","How much more dense is the population in Assam compared to Odisha?

(0% = no difference, 100% = twice as dense or more)","21"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Assam-Odisha-RGB","8","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Punjab-Jharkhand-G","9","q-density-08","How much more dense is the population in Punjab compared to Jharkhand?

(0% = no difference, 100% = twice as dense or more)","0"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Punjab-Jharkhand-G","9","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":11,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Madhyapradesh-Chhattisgarh-R","10","q-density-09","How much more dense is the population in Madhya Pradesh compared to Chhattisgarh?

(0% = no difference, 100% = twice as dense or more)","100"
"367512ca-e73c-4402-be78-99ebf69cdcf2","Madhyapradesh-Chhattisgarh-R","10","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"3f5eb797-6501-4b0b-97d3-783bfdab0cdd","participantTags","null","participantTags","undefined","[]"
"6f02a102-d58d-4b3a-a623-d548d0831d93","participantTags","null","participantTags","undefined","[]"
"6f02a102-d58d-4b3a-a623-d548d0831d93","introduction","0","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","introduction","0","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":28,""mousedown"":2,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Delhi-Bihar-RGB","1","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Delhi-Bihar-RGB","1","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Uttarakhand-Himachalpradesh-G","2","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Uttarakhand-Himachalpradesh-G","2","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Uttarpradesh-Westbengal-RGB","3","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Uttarpradesh-Westbengal-RGB","3","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Maharashtra-Gujarat-R","4","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Maharashtra-Gujarat-R","4","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Tamilnadu-Karnataka-R","5","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Tamilnadu-Karnataka-R","5","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Kerala-Andhrapradesh-R","6","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Kerala-Andhrapradesh-R","6","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Rajasthan-Haryana-G","7","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Rajasthan-Haryana-G","7","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Assam-Odisha-G","8","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Assam-Odisha-G","8","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Punjab-Jharkhand-R","9","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Punjab-Jharkhand-R","9","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Madhyapradesh-Chhattisgarh-G","10","","undefined","undefined"
"6f02a102-d58d-4b3a-a623-d548d0831d93","Madhyapradesh-Chhattisgarh-G","10","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","participantTags","null","participantTags","undefined","[]"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","introduction","0","","undefined","undefined"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","introduction","0","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":2,""mouseup"":1,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Delhi-Bihar-RGB","1","q-density-01","How much more dense is the population in Delhi compared to Bihar?

(0% = no difference, 100% = twice as dense or more)","27"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Delhi-Bihar-RGB","1","windowEvents","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":152,""mousedown"":7,""mouseup"":8,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Uttarakhand-Himachalpradesh-RGB","2","q-density-10","How much more dense is the population in Uttarakhand compared to Himachal Pradesh?

(0% = no difference, 100% = twice as dense or more)","100"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Uttarakhand-Himachalpradesh-RGB","2","windowEvents","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":72,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Uttarpradesh-Westbengal-G","3","q-density-02","How much more dense is the population in West Bengal compared to Uttar Pradesh?

(0% = no difference, 100% = twice as dense or more)","21"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Uttarpradesh-Westbengal-G","3","windowEvents","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":69,""mousedown"":2,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Maharashtra-Gujarat-R","4","q-density-03","How much more dense is the population in Maharashtra compared to Gujarat?

(0% = no difference, 100% = twice as dense or more)","11"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Maharashtra-Gujarat-R","4","windowEvents","undefined","{""focus"":5,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":87,""mousedown"":5,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Tamilnadu-Karnataka-RGB","5","q-density-04","How much more dense is the population in Tamil Nadu compared to Karnataka?

(0% = no difference, 100% = twice as dense or more)","65"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Tamilnadu-Karnataka-RGB","5","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Kerala-Andhrapradesh-R","6","q-density-05","How much more dense is the population in Kerala compared to Andhra Pradesh?

(0% = no difference, 100% = twice as dense or more)","74"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Kerala-Andhrapradesh-R","6","windowEvents","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Rajasthan-Haryana-G","7","q-density-06","How much more dense is the population in Haryana compared to Rajasthan?

(0% = no difference, 100% = twice as dense or more)","88"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Rajasthan-Haryana-G","7","windowEvents","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":35,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Assam-Odisha-R","8","q-density-07","How much more dense is the population in Assam compared to Odisha?

(0% = no difference, 100% = twice as dense or more)","45"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Assam-Odisha-R","8","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":21,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Punjab-Jharkhand-G","9","q-density-08","How much more dense is the population in Punjab compared to Jharkhand?

(0% = no difference, 100% = twice as dense or more)","20"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Punjab-Jharkhand-G","9","windowEvents","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":22,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Madhyapradesh-Chhattisgarh-R","10","q-density-09","How much more dense is the population in Madhya Pradesh compared to Chhattisgarh?

(0% = no difference, 100% = twice as dense or more)","100"
"74e5f5d3-1142-4d37-a14a-ef6562bd5647","Madhyapradesh-Chhattisgarh-R","10","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":26,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","participantTags","null","participantTags","undefined","[]"
"80c93295-dff4-4718-8453-4f91fabeb477","introduction","0","","undefined","undefined"
"80c93295-dff4-4718-8453-4f91fabeb477","introduction","0","windowEvents","undefined","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":50,""mousedown"":2,""mouseup"":1,""resize"":0,""scroll"":7,""visibility"":3}"
"80c93295-dff4-4718-8453-4f91fabeb477","Delhi-Bihar-G","1","q-density-01","How much more dense is the population in Delhi compared to Bihar?

(0% = no difference, 100% = twice as dense or more)","21"
"80c93295-dff4-4718-8453-4f91fabeb477","Delhi-Bihar-G","1","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":145,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":8,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","Uttarakhand-Himachalpradesh-G","2","q-density-10","How much more dense is the population in Uttarakhand compared to Himachal Pradesh?

(0% = no difference, 100% = twice as dense or more)","75"
"80c93295-dff4-4718-8453-4f91fabeb477","Uttarakhand-Himachalpradesh-G","2","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":95,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","Uttarpradesh-Westbengal-RGB","3","q-density-02","How much more dense is the population in West Bengal compared to Uttar Pradesh?

(0% = no difference, 100% = twice as dense or more)","30"
"80c93295-dff4-4718-8453-4f91fabeb477","Uttarpradesh-Westbengal-RGB","3","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":28,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":3,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","Maharashtra-Gujarat-G","4","q-density-03","How much more dense is the population in Maharashtra compared to Gujarat?

(0% = no difference, 100% = twice as dense or more)","4"
"80c93295-dff4-4718-8453-4f91fabeb477","Maharashtra-Gujarat-G","4","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":79,""mousedown"":5,""mouseup"":5,""resize"":0,""scroll"":11,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","Tamilnadu-Karnataka-R","5","q-density-04","How much more dense is the population in Tamil Nadu compared to Karnataka?

(0% = no difference, 100% = twice as dense or more)","48"
"80c93295-dff4-4718-8453-4f91fabeb477","Tamilnadu-Karnataka-R","5","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":80,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","Kerala-Andhrapradesh-R","6","q-density-05","How much more dense is the population in Kerala compared to Andhra Pradesh?

(0% = no difference, 100% = twice as dense or more)","100"
"80c93295-dff4-4718-8453-4f91fabeb477","Kerala-Andhrapradesh-R","6","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":25,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":34,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","Rajasthan-Haryana-R","7","q-density-06","How much more dense is the population in Haryana compared to Rajasthan?

(0% = no difference, 100% = twice as dense or more)","100"
"80c93295-dff4-4718-8453-4f91fabeb477","Rajasthan-Haryana-R","7","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":34,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":6,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","Assam-Odisha-RGB","8","q-density-07","How much more dense is the population in Assam compared to Odisha?

(0% = no difference, 100% = twice as dense or more)","10"
"80c93295-dff4-4718-8453-4f91fabeb477","Assam-Odisha-RGB","8","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":50,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":9,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","Punjab-Jharkhand-G","9","q-density-08","How much more dense is the population in Punjab compared to Jharkhand?

(0% = no difference, 100% = twice as dense or more)","6"
"80c93295-dff4-4718-8453-4f91fabeb477","Punjab-Jharkhand-G","9","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":47,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}"
"80c93295-dff4-4718-8453-4f91fabeb477","Madhyapradesh-Chhattisgarh-G","10","q-density-09","How much more dense is the population in Madhya Pradesh compared to Chhattisgarh?

(0% = no difference, 100% = twice as dense or more)","100"
"80c93295-dff4-4718-8453-4f91fabeb477","Madhyapradesh-Chhattisgarh-G","10","windowEvents","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":23,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}"
"821e9b4e-fa20-4a75-b9ea-e190dda79bcd","participantTags","null","participantTags","undefined","[]"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","participantTags","null","participantTags","undefined","[]"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","introduction","0","","undefined","undefined"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","introduction","0","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":3,""scroll"":24,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Delhi-Bihar-G","1","q-density-01","How much more dense is the population in Delhi compared to Bihar?

(0% = no difference, 100% = twice as dense or more)","33"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Delhi-Bihar-G","1","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":6,""scroll"":33,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Uttarakhand-Himachalpradesh-RGB","2","q-density-10","How much more dense is the population in Uttarakhand compared to Himachal Pradesh?

(0% = no difference, 100% = twice as dense or more)","7"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Uttarakhand-Himachalpradesh-RGB","2","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":14,""scroll"":77,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Uttarpradesh-Westbengal-R","3","q-density-02","How much more dense is the population in West Bengal compared to Uttar Pradesh?

(0% = no difference, 100% = twice as dense or more)","3"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Uttarpradesh-Westbengal-R","3","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":2,""mousedown"":1,""mouseup"":1,""resize"":5,""scroll"":38,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Maharashtra-Gujarat-G","4","q-density-03","How much more dense is the population in Maharashtra compared to Gujarat?

(0% = no difference, 100% = twice as dense or more)","2"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Maharashtra-Gujarat-G","4","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":5,""scroll"":12,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Tamilnadu-Karnataka-R","5","q-density-04","How much more dense is the population in Tamil Nadu compared to Karnataka?

(0% = no difference, 100% = twice as dense or more)","24"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Tamilnadu-Karnataka-R","5","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":8,""scroll"":82,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Kerala-Andhrapradesh-G","6","q-density-05","How much more dense is the population in Kerala compared to Andhra Pradesh?

(0% = no difference, 100% = twice as dense or more)","100"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Kerala-Andhrapradesh-G","6","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":10,""scroll"":99,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Rajasthan-Haryana-RGB","7","q-density-06","How much more dense is the population in Haryana compared to Rajasthan?

(0% = no difference, 100% = twice as dense or more)","46"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Rajasthan-Haryana-RGB","7","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":2,""scroll"":36,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Assam-Odisha-RGB","8","q-density-07","How much more dense is the population in Assam compared to Odisha?

(0% = no difference, 100% = twice as dense or more)","44"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Assam-Odisha-RGB","8","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":10,""scroll"":56,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Punjab-Jharkhand-G","9","q-density-08","How much more dense is the population in Punjab compared to Jharkhand?

(0% = no difference, 100% = twice as dense or more)","12"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Punjab-Jharkhand-G","9","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":0,""scroll"":33,""visibility"":0}"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Madhyapradesh-Chhattisgarh-RGB","10","q-density-09","How much more dense is the population in Madhya Pradesh compared to Chhattisgarh?

(0% = no difference, 100% = twice as dense or more)","87"
"8f07199b-6bb7-4fd1-b2ef-cccc8a43b38c","Madhyapradesh-Chhattisgarh-RGB","10","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":1,""mousedown"":1,""mouseup"":1,""resize"":8,""scroll"":52,""visibility"":0}"
"90c380c5-8599-463f-b311-fa5c01a837d1","participantTags","null","participantTags","undefined","[]"
"91595fab-43e8-4e9b-90fc-6262d7f9214d","participantTags","null","participantTags","undefined","[]"
"93852c9a-e356-4a81-bfa5-c0359e1485ca","participantTags","null","participantTags","undefined","[]"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","participantTags","null","participantTags","undefined","[]"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","introduction","0","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","introduction","0","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":1,""scroll"":9,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Delhi-Bihar-RGB","1","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Delhi-Bihar-RGB","1","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Uttarakhand-Himachalpradesh-G","2","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Uttarakhand-Himachalpradesh-G","2","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Uttarpradesh-Westbengal-R","3","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Uttarpradesh-Westbengal-R","3","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Maharashtra-Gujarat-R","4","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Maharashtra-Gujarat-R","4","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Tamilnadu-Karnataka-RGB","5","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Tamilnadu-Karnataka-RGB","5","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Kerala-Andhrapradesh-G","6","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Kerala-Andhrapradesh-G","6","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Rajasthan-Haryana-RGB","7","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Rajasthan-Haryana-RGB","7","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Assam-Odisha-G","8","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Assam-Odisha-G","8","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Punjab-Jharkhand-RGB","9","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Punjab-Jharkhand-RGB","9","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Madhyapradesh-Chhattisgarh-R","10","","undefined","undefined"
"96cba8e3-55e3-47b3-b631-1d6d8015b627","Madhyapradesh-Chhattisgarh-R","10","windowEvents","undefined","{""focus"":0,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":0,""mousedown"":0,""mouseup"":0,""resize"":0,""scroll"":0,""visibility"":0}"
"9d57de13-4e68-4e92-b746-c8db2c8aac01","participantTags","null","participantTags","undefined","[]"
"9d9610ad-62c8-4545-a2c5-36d26e5076cd","participantTags","null","participantTags","undefined","[]"
"9d9610ad-62c8-4545-a2c5-36d26e5076cd","introduction","0","","undefined","undefined"
